date,borough,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,new_cases,total_cases,new_deaths,total_deaths
2022-10-04,Redbridge,-11,1,-12,-24,-40,5,26,105628,0,977
2022-10-04,Southwark,-25,-8,-2,-22,-32,6,29,109182,0,510
2022-10-04,Haringey,-22,-8,-9,-24,-42,5,22,88382,0,529
2022-10-04,Croydon,-15,8,6,-24,-29,6,44,132961,1,1097
2022-10-04,Westminster,-31,-5,-15,-15,-36,6,22,73173,0,424
2022-10-04,Bromley,-16,11,-1,-25,-34,7,46,116888,0,841
2022-10-04,Islington,-37,-13,-9,-64,-44,8,31,79609,0,405
2022-10-04,Tower Hamlets,-17,-3,-3,-31,-38,7,36,112450,0,502
2022-10-04,Lewisham,-6,3,4,-21,-34,6,35,102286,1,712
2022-10-04,Bexley,-22,5,27,-30,-31,6,28,86706,0,766
2022-10-04,Greenwich,-15,4,-3,-9,-38,6,29,96512,0,618
2022-10-04,Havering,-13,5,1,-18,-26,6,36,95242,0,1099
2022-10-04,Hammersmith And Fulham,-28,-10,-6,-34,-43,6,24,67478,0,344
2022-10-04,Hackney,-28,-7,1,-32,-36,6,27,95484,0,581
2022-10-04,Hillingdon,-7,0,139,0,-29,5,33,108904,0,825
2022-10-04,Wandsworth,-28,-15,2,-18,-35,8,35,124065,0,629
2022-10-04,Barking And Dagenham,-15,-1,32,-11,-34,3,9,72706,0,614
2022-10-04,Lambeth,-26,-9,44,-27,-31,7,29,118597,0,666
2022-10-04,Sutton,-16,4,15,-34,-37,7,33,78135,0,598
2022-10-04,City Of London,-42,-44,-33,-25,-31,,27,95484,0,581
2022-10-04,Barnet,-17,-1,7,-20,-34,6,52,135060,0,1002
2022-10-04,Richmond Upon Thames,-29,2,-2,-30,-47,8,22,71441,0,399
2022-10-04,Kingston Upon Thames,-24,-5,,-19,-33,7,32,64348,0,420
2022-10-04,Enfield,-21,-8,6,-35,-32,5,23,102072,0,785
2022-10-04,Merton,-26,-10,-19,-24,-34,6,26,77411,1,541
2022-10-04,Camden,-28,-5,-2,-7,-38,7,29,77936,0,387
2022-10-04,Harrow,-7,15,44,-4,-19,6,36,87631,1,693
2022-10-04,Kensington And Chelsea,-26,1,-23,-31,-38,6,16,47931,0,319
2022-10-04,Hounslow,-8,5,23,-7,-26,4,26,100378,0,732
2022-10-04,Newham,-10,4,156,-14,-24,4,24,112691,0,812
2022-10-04,Waltham Forest,-20,-3,-17,-25,-37,6,27,95345,0,655
2022-10-04,Ealing,-14,6,5,-18,-30,5,31,126908,0,896
2022-10-04,Brent,-8,4,28,-14,-29,4,28,108577,0,945
2022-10-03,Hammersmith And Fulham,-27,-9,13,-34,-47,9,22,67454,0,344
2022-10-03,Sutton,-14,8,40,-39,-40,8,24,78102,2,598
2022-10-03,Enfield,-17,-6,26,-34,-33,5,30,102049,1,785
2022-10-03,Redbridge,-9,0,3,-27,-39,6,30,105602,0,977
2022-10-03,Barking And Dagenham,-10,6,46,-15,-34,4,17,72697,0,614
2022-10-03,Haringey,-18,-7,3,-25,-42,7,23,88360,0,529
2022-10-03,Merton,-23,-5,-7,-26,-36,8,27,77385,0,540
2022-10-03,Bexley,-21,3,30,-31,-34,6,20,86678,0,766
2022-10-03,Tower Hamlets,-20,-3,12,-30,-43,8,35,112414,0,502
2022-10-03,Kensington And Chelsea,-27,3,-15,-29,-40,8,10,47915,0,319
2022-10-03,Croydon,-13,9,20,-23,-28,6,39,132917,0,1096
2022-10-03,Barnet,-16,4,18,-21,-34,7,49,135008,0,1002
2022-10-03,Hillingdon,-5,0,181,-4,-30,5,43,108871,0,825
2022-10-03,Havering,-10,4,15,-20,-29,6,35,95206,2,1099
2022-10-03,Richmond Upon Thames,-25,2,12,-31,-49,9,19,71419,0,399
2022-10-03,Brent,-10,9,50,-18,-31,4,30,108549,0,945
2022-10-03,Hackney,-28,-1,19,-38,-38,7,18,95457,0,581
2022-10-03,Waltham Forest,-13,1,-4,-28,-38,6,35,95318,0,655
2022-10-03,Islington,-39,-13,-1,-64,-49,10,26,79578,1,405
2022-10-03,City Of London,-50,-54,-45,-35,-35,,18,95457,0,581
2022-10-03,Wandsworth,-24,-15,13,-26,-42,10,47,124030,0,629
2022-10-03,Hounslow,-4,11,14,-10,-28,4,32,100352,0,732
2022-10-03,Lewisham,-3,3,14,-26,-39,8,34,102251,0,711
2022-10-03,Newham,-10,6,188,-12,-28,5,21,112667,0,812
2022-10-03,Harrow,-3,20,61,-7,-24,7,22,87595,0,692
2022-10-03,Westminster,-31,0,-4,-18,-40,7,22,73151,0,424
2022-10-03,Bromley,-15,11,8,-27,-39,9,52,116842,1,841
2022-10-03,Ealing,-7,0,27,-18,-33,5,45,126877,0,896
2022-10-03,Greenwich,-10,12,42,-7,-40,7,24,96483,1,618
2022-10-03,Camden,-28,-10,28,-10,-43,8,20,77907,0,387
2022-10-03,Lambeth,-23,-7,71,-34,-38,8,33,118568,0,666
2022-10-03,Kingston Upon Thames,-17,1,,-21,-36,8,27,64316,0,420
2022-10-03,Southwark,-24,-6,5,-29,-35,8,40,109153,0,510
2022-10-02,Harrow,-11,11,116,22,10,-1,20,87573,0,692
2022-10-02,Enfield,-21,-8,20,-21,-12,0,29,102019,0,784
2022-10-02,Ealing,-3,1,28,-3,-9,0,31,126832,1,896
2022-10-02,Hounslow,-1,13,6,8,-5,-1,17,100320,0,732
2022-10-02,Kingston Upon Thames,-18,-7,98,-2,-2,0,18,64289,0,420
2022-10-02,Barnet,-15,0,19,-10,-6,0,42,134959,1,1002
2022-10-02,Merton,-21,-12,-8,-13,-12,0,25,77358,1,540
2022-10-02,Richmond Upon Thames,-17,-1,-8,-13,-20,-1,21,71400,1,399
2022-10-02,Hackney,-25,-8,-1,-18,-11,0,33,95439,0,581
2022-10-02,Camden,-21,-11,3,14,-13,0,23,77887,0,387
2022-10-02,Kensington And Chelsea,-27,0,-19,-21,-24,1,12,47905,0,319
2022-10-02,Bromley,-14,7,9,-13,3,0,39,116790,0,840
2022-10-02,Redbridge,-11,-5,13,-11,-12,-1,25,105572,0,977
2022-10-02,Waltham Forest,-12,-5,3,-19,-19,0,26,95283,0,655
2022-10-02,Brent,-8,6,38,-8,-9,-1,23,108519,1,945
2022-10-02,City Of London,-6,-53,-4,13,,,33,95439,0,581
2022-10-02,Barking And Dagenham,-12,-4,52,-3,-18,0,12,72680,0,614
2022-10-02,Southwark,-18,-3,14,3,-4,0,32,109113,0,510
2022-10-02,Lambeth,-20,-8,57,-8,-4,0,27,118535,0,666
2022-10-02,Bexley,-18,3,28,-13,-11,0,37,86658,0,766
2022-10-02,Greenwich,-8,3,34,14,-14,1,34,96459,0,617
2022-10-02,Tower Hamlets,-1,-12,19,9,-9,0,21,112379,0,502
2022-10-02,Hammersmith And Fulham,-23,-9,19,-19,-20,0,12,67432,0,344
2022-10-02,Westminster,-20,1,-7,12,-18,0,16,73129,0,424
2022-10-02,Newham,-11,-3,110,5,1,-1,22,112646,0,812
2022-10-02,Hillingdon,-2,-6,184,9,-3,-1,48,108828,1,825
2022-10-02,Croydon,-15,3,5,-22,-5,0,32,132878,0,1096
2022-10-02,Wandsworth,-22,-16,-12,-18,3,0,32,123983,0,629
2022-10-02,Islington,-33,-12,10,-56,-14,0,24,79552,0,404
2022-10-02,Lewisham,-5,-2,28,-1,-15,0,28,102217,0,711
2022-10-02,Haringey,22,-8,-13,22,-26,0,19,88337,0,529
2022-10-02,Havering,-10,5,30,-3,-1,0,22,95171,0,1097
2022-10-02,Sutton,-21,3,12,-28,-13,1,21,78078,0,596
2022-10-01,Hammersmith And Fulham,-26,-2,24,-16,-22,0,12,67420,0,344
2022-10-01,Redbridge,-12,-2,-17,-5,-14,-1,19,105547,0,977
2022-10-01,Havering,-13,3,6,-7,-3,0,18,95149,0,1097
2022-10-01,Southwark,-23,-6,0,-33,-6,-1,32,109081,0,510
2022-10-01,Kensington And Chelsea,-29,7,-15,-20,-23,1,6,47893,0,319
2022-10-01,Hackney,-23,-5,0,-31,-21,-1,15,95406,0,581
2022-10-01,Richmond Upon Thames,-22,4,-10,-32,-12,0,15,71379,0,398
2022-10-01,Sutton,-14,5,26,-37,-14,0,22,78057,0,596
2022-10-01,Croydon,-8,10,20,-30,-11,0,33,132846,1,1096
2022-10-01,Barking And Dagenham,-13,5,47,-7,-20,-1,6,72668,0,614
2022-10-01,Lambeth,-21,-7,43,-24,-6,0,22,118508,0,666
2022-10-01,Newham,-7,1,258,-7,-2,-2,11,112624,0,812
2022-10-01,City Of London,-29,-54,-26,-28,,,15,95406,0,581
2022-10-01,Ealing,-8,0,30,-4,-14,0,21,126801,2,895
2022-10-01,Wandsworth,-22,-14,-2,-25,-8,0,30,123951,0,629
2022-10-01,Camden,-26,-8,-12,-20,-10,1,21,77864,0,387
2022-10-01,Bexley,-15,8,34,-40,-14,0,21,86621,2,766
2022-10-01,Islington,-9,1,1,-45,-14,0,16,79528,0,404
2022-10-01,Hillingdon,-4,-2,175,15,-9,-1,18,108780,0,824
2022-10-01,Harrow,-8,20,68,16,2,-1,28,87553,0,692
2022-10-01,Lewisham,0,5,-2,-27,-20,0,19,102189,0,711
2022-10-01,Enfield,-18,-5,21,-32,-16,0,15,101990,0,784
2022-10-01,Barnet,-11,8,6,-4,-12,0,26,134917,0,1001
2022-10-01,Westminster,-28,1,-25,-17,-17,0,12,73113,0,424
2022-10-01,Hounslow,-1,18,5,4,-5,-1,17,100303,0,732
2022-10-01,Tower Hamlets,-12,1,-5,-12,-11,-1,21,112358,0,502
2022-10-01,Merton,-18,-4,-5,-5,-14,0,13,77333,0,539
2022-10-01,Haringey,-19,-9,-14,-22,-28,0,10,88318,0,529
2022-10-01,Bromley,-11,15,13,-42,-5,1,40,116751,2,840
2022-10-01,Greenwich,3,9,-12,15,-12,0,22,96425,0,617
2022-10-01,Brent,0,4,42,-9,-14,-1,18,108496,1,944
2022-10-01,Kingston Upon Thames,-16,2,72,-19,2,0,18,64271,1,420
2022-10-01,Waltham Forest,-11,0,-27,-18,-21,0,15,95257,0,655
2022-09-30,Sutton,-17,1,1,-37,-40,7,15,78035,1,596
2022-09-30,Lewisham,-5,3,-13,-23,-40,8,16,102170,0,711
2022-09-30,Brent,-15,0,0,-18,-32,5,22,108478,0,943
2022-09-30,Tower Hamlets,-27,-7,-23,-32,-44,9,20,112337,0,502
2022-09-30,Westminster,-38,-11,-30,-19,-43,9,16,73101,0,424
2022-09-30,Islington,-43,-19,-28,-64,-50,11,14,79512,0,404
2022-09-30,Croydon,-20,4,-15,-25,-31,6,35,132813,0,1095
2022-09-30,Newham,-14,-2,136,-17,-27,4,15,112613,0,812
2022-09-30,Wandsworth,-28,-15,-9,-19,-41,10,23,123921,0,629
2022-09-30,Bexley,-20,4,14,-32,-35,6,19,86600,0,764
2022-09-30,Lambeth,-29,-11,20,-32,-38,9,24,118486,0,666
2022-09-30,Barking And Dagenham,-17,6,12,-11,-31,3,18,72662,0,614
2022-09-30,Greenwich,-2,4,8,-3,-40,7,11,96403,0,617
2022-09-30,City Of London,-56,-60,-44,-32,-37,,9,95391,0,581
2022-09-30,Barnet,-19,-4,-13,-24,-33,7,23,134891,1,1001
2022-09-30,Ealing,-11,-8,-14,-25,-33,6,24,126780,0,893
2022-09-30,Enfield,-21,-10,-11,-35,-33,5,21,101975,0,784
2022-09-30,Hammersmith And Fulham,-32,-13,-15,-36,-47,9,10,67408,0,344
2022-09-30,Haringey,-16,-11,-21,-21,-42,6,14,88308,0,529
2022-09-30,Hillingdon,-9,-4,129,2,-32,5,30,108762,0,824
2022-09-30,Kingston Upon Thames,-21,-6,62,-22,-36,8,11,64253,0,419
2022-09-30,Camden,-32,-9,-15,-6,-42,9,20,77843,0,387
2022-09-30,Havering,-13,3,-12,-20,-32,6,24,95131,0,1097
2022-09-30,Hounslow,-10,-1,-3,-8,-28,5,11,100286,0,732
2022-09-30,Redbridge,-17,-8,-33,-27,-40,6,11,105528,0,977
2022-09-30,Richmond Upon Thames,-29,-4,-3,-29,-49,8,14,71364,0,398
2022-09-30,Waltham Forest,-17,-7,-34,-30,-39,7,28,95242,0,655
2022-09-30,Kensington And Chelsea,-29,-8,-34,-26,-44,9,6,47887,0,319
2022-09-30,Merton,-27,-8,-34,-25,-36,8,23,77320,0,539
2022-09-30,Harrow,-15,10,14,-12,-28,7,22,87525,1,692
2022-09-30,Bromley,-16,9,-8,-24,-41,9,37,116711,0,838
2022-09-30,Hackney,-28,-5,-15,-29,-39,7,9,95391,0,581
2022-09-30,Southwark,-28,-8,-14,-24,-35,8,22,109049,0,510
2022-09-29,Westminster,-28,-3,-12,-18,-38,6,9,73085,0,424
2022-09-29,Bromley,-11,11,7,-27,-37,7,34,116674,0,838
2022-09-29,Lewisham,-3,9,13,-22,-36,6,22,102154,0,711
2022-09-29,Greenwich,-13,8,27,-10,-40,6,15,96392,0,617
2022-09-29,City Of London,-37,-44,-37,-25,-28,,18,95382,0,581
2022-09-29,Kingston Upon Thames,-19,-4,,-15,-33,7,13,64242,0,419
2022-09-29,Camden,-28,-3,2,-8,-39,7,21,77823,0,387
2022-09-29,Lambeth,-18,-8,55,-28,-33,6,35,118462,1,666
2022-09-29,Hounslow,-8,8,10,-14,-26,4,20,100275,0,732
2022-09-29,Harrow,-6,13,57,-10,-23,5,20,87503,1,691
2022-09-29,Newham,-12,3,155,-20,-25,3,9,112598,0,812
2022-09-29,Waltham Forest,-12,1,-6,-27,-37,5,18,95214,0,655
2022-09-29,Ealing,-7,-1,16,-22,-31,4,19,126756,0,893
2022-09-29,Richmond Upon Thames,-22,2,13,-28,-47,7,9,71350,0,398
2022-09-29,Tower Hamlets,-17,0,0,-30,-39,6,22,112317,0,502
2022-09-29,Barnet,-16,2,10,-23,-32,6,34,134868,0,1000
2022-09-29,Hackney,-19,-1,11,-30,-34,5,18,95382,0,581
2022-09-29,Enfield,-19,-5,16,-33,-33,4,26,101954,0,784
2022-09-29,Islington,-33,-10,-1,-64,-43,7,13,79498,0,404
2022-09-29,Southwark,-22,-5,5,-24,-28,6,22,109027,0,510
2022-09-29,Redbridge,-14,-5,-4,-29,-39,5,19,105517,0,977
2022-09-29,Brent,-6,5,37,-17,-30,3,27,108456,0,943
2022-09-29,Kensington And Chelsea,-24,2,-18,-27,-40,6,5,47881,0,319
2022-09-29,Sutton,-14,7,21,-37,-38,7,20,78020,0,595
2022-09-29,Croydon,-13,10,12,-25,-28,5,24,132778,1,1095
2022-09-29,Havering,-11,7,6,-16,-28,5,30,95107,0,1097
2022-09-29,Hillingdon,-5,3,164,1,-31,4,37,108732,0,824
2022-09-29,Hammersmith And Fulham,-28,-7,1,-35,-43,6,14,67398,0,344
2022-09-29,Haringey,-20,-6,-7,-23,-39,4,11,88294,0,529
2022-09-29,Wandsworth,-25,-14,-1,-17,-38,7,26,123898,0,629
2022-09-29,Barking And Dagenham,-13,8,42,-12,-32,2,8,72644,0,614
2022-09-29,Bexley,-18,4,37,-27,-31,5,27,86581,0,764
2022-09-29,Merton,-23,-9,-23,-27,-36,6,20,77297,1,539
2022-09-28,Redbridge,-16,-3,-10,-23,-40,5,18,105498,0,977
2022-09-28,Enfield,-22,-6,10,-34,-33,5,18,101928,0,784
2022-09-28,Barnet,-15,-2,-2,-21,-33,6,28,134834,0,1000
2022-09-28,Camden,-27,-8,2,-9,-39,7,15,77802,0,387
2022-09-28,Islington,-35,-14,-5,-65,-45,8,20,79485,0,404
2022-09-28,Merton,-23,-9,-20,-25,-34,6,19,77277,0,538
2022-09-28,Harrow,-7,16,38,-7,-22,6,15,87483,0,690
2022-09-28,Hackney,-21,-3,5,-33,-35,6,23,95364,0,581
2022-09-28,Lewisham,-3,9,1,-24,-35,7,22,102132,0,711
2022-09-28,Southwark,-23,-6,3,-25,-33,6,29,109005,0,510
2022-09-28,Croydon,-14,7,-1,-26,-28,6,36,132754,0,1094
2022-09-28,Waltham Forest,-11,-1,-16,-28,-36,5,19,95196,0,655
2022-09-28,Wandsworth,-25,-13,0,-21,-37,7,21,123872,0,629
2022-09-28,Newham,-9,3,153,-18,-24,4,14,112589,0,812
2022-09-28,Haringey,-23,-7,-15,-30,-41,5,22,88283,0,529
2022-09-28,Hounslow,-9,4,11,-9,-25,4,18,100255,0,732
2022-09-28,Lambeth,-22,-6,46,-32,-34,7,19,118427,0,665
2022-09-28,City Of London,-40,-45,-23,-27,-30,,23,95364,0,581
2022-09-28,Westminster,-30,-4,-19,-21,-39,6,13,73076,0,424
2022-09-28,Bexley,-17,5,32,-26,-35,6,24,86554,0,764
2022-09-28,Sutton,-12,5,16,-35,-38,7,19,78000,1,595
2022-09-28,Tower Hamlets,-15,-3,-6,-30,-38,6,23,112295,0,502
2022-09-28,Richmond Upon Thames,-15,0,7,-29,-48,8,22,71341,0,398
2022-09-28,Barking And Dagenham,-13,11,31,-19,-33,2,15,72636,1,614
2022-09-28,Kensington And Chelsea,-28,-2,-22,-33,-39,6,6,47876,0,319
2022-09-28,Brent,-2,6,21,-19,-31,4,27,108429,0,943
2022-09-28,Bromley,-12,10,2,-25,-37,7,48,116640,1,838
2022-09-28,Havering,-10,2,6,-18,-28,5,25,95077,0,1097
2022-09-28,Greenwich,-15,11,18,-7,-38,6,15,96377,0,617
2022-09-28,Hillingdon,-7,-1,163,-3,-31,5,34,108695,0,824
2022-09-28,Hammersmith And Fulham,-22,-8,-1,-36,-45,7,13,67384,0,344
2022-09-28,Ealing,-5,-2,5,-23,-34,5,36,126737,3,893
2022-09-28,Kingston Upon Thames,-20,-1,,-19,-34,6,15,64229,0,419
2022-09-27,Southwark,-28,-12,-14,-26,-33,7,23,108976,1,510
2022-09-27,Greenwich,-15,3,8,-10,-40,7,28,96362,1,617
2022-09-27,Croydon,-16,12,-14,-27,-30,6,28,132718,0,1094
2022-09-27,Bexley,-20,4,16,-32,-33,6,28,86530,0,764
2022-09-27,Hillingdon,-8,-2,119,0,-30,5,32,108661,1,824
2022-09-27,Sutton,-19,-7,-3,-36,-39,7,27,77981,0,594
2022-09-27,Enfield,-22,-9,3,-35,-34,5,30,101910,0,784
2022-09-27,Hackney,-30,-11,-10,-35,-39,6,20,95341,0,581
2022-09-27,Ealing,-10,-3,-10,-23,-32,6,29,126701,0,890
2022-09-27,Richmond Upon Thames,-30,0,-11,-34,-49,9,18,71319,0,398
2022-09-27,Redbridge,-16,0,-21,-28,-41,5,13,105480,0,977
2022-09-27,Tower Hamlets,-19,-5,-15,-34,-40,8,20,112272,0,502
2022-09-27,Brent,-14,3,8,-21,-31,4,27,108402,0,943
2022-09-27,Barnet,-21,-9,-7,-25,-40,6,28,134806,1,1000
2022-09-27,Merton,-27,-10,-30,-24,-35,7,11,77258,0,538
2022-09-27,Kensington And Chelsea,-27,-1,-27,-34,-41,7,12,47870,0,319
2022-09-27,Waltham Forest,-20,-3,-21,-30,-39,6,23,95177,0,655
2022-09-27,Haringey,-22,-9,-11,-27,-44,6,25,88261,0,529
2022-09-27,Havering,-14,6,-8,-19,-29,6,23,95052,0,1097
2022-09-27,Hammersmith And Fulham,-25,-10,-19,-37,-45,7,14,67371,0,344
2022-09-27,Hounslow,-12,2,4,-12,-28,5,20,100237,0,732
2022-09-27,Islington,-39,-16,-23,-65,-46,8,23,79465,0,404
2022-09-27,Harrow,-9,12,31,-9,-21,7,13,87468,0,690
2022-09-27,City Of London,-45,-50,-33,-30,-29,,20,95341,0,581
2022-09-27,Newham,-9,2,134,-19,-26,4,19,112575,0,812
2022-09-27,Lambeth,-26,-11,21,-31,-33,7,16,118408,0,665
2022-09-27,Barking And Dagenham,-17,1,17,-15,-35,4,12,72621,0,613
2022-09-27,Bromley,-15,9,-15,-26,-37,8,29,116592,0,837
2022-09-27,Wandsworth,-29,-16,-6,-19,-38,9,27,123851,0,629
2022-09-27,Lewisham,-8,3,-8,-23,-36,7,17,102110,0,711
2022-09-27,Kingston Upon Thames,-25,-6,,-22,-35,7,12,64214,0,419
2022-09-27,Camden,-30,-11,-16,-12,-41,8,10,77787,0,387
2022-09-27,Westminster,-33,-11,-24,-22,-39,7,16,73063,0,424
2022-09-26,Bromley,-17,7,-6,-29,-41,9,44,116563,0,837
2022-09-26,Hillingdon,-7,-1,129,-6,-32,6,35,108629,0,823
2022-09-26,Southwark,-28,-9,-9,-31,-36,8,19,108953,0,509
2022-09-26,Havering,-13,0,-6,-21,-30,6,31,95029,0,1097
2022-09-26,Lambeth,-27,-11,33,-36,-39,9,21,118392,0,665
2022-09-26,Camden,-31,-15,4,-14,-45,9,18,77777,0,387
2022-09-26,Kingston Upon Thames,-21,-2,,-24,-37,9,22,64202,0,419
2022-09-26,Hounslow,-7,6,4,-13,-29,5,19,100217,0,732
2022-09-26,Redbridge,-18,-5,-23,-29,-42,7,23,105467,0,977
2022-09-26,Enfield,-20,-9,8,-37,-36,6,26,101880,0,784
2022-09-26,City Of London,-52,-57,-40,-38,-33,,19,95321,0,581
2022-09-26,Barnet,-24,-6,-13,-29,-43,9,36,134778,2,999
2022-09-26,Hammersmith And Fulham,-31,-13,-13,-36,-47,9,20,67357,0,344
2022-09-26,Merton,-25,-8,-23,-27,-38,8,19,77247,1,538
2022-09-26,Ealing,-15,3,1,-20,-34,6,28,126672,0,890
2022-09-26,Newham,-13,3,142,-16,-29,5,19,112556,0,812
2022-09-26,Waltham Forest,-17,-3,-25,-30,-41,7,15,95154,0,655
2022-09-26,Hackney,-31,-12,-2,-40,-43,9,19,95321,0,581
2022-09-26,Barking And Dagenham,-15,0,27,-16,-36,4,13,72609,0,613
2022-09-26,Islington,-42,-17,-20,-65,-50,11,22,79442,0,404
2022-09-26,Bexley,-23,0,16,-32,-36,7,27,86502,0,764
2022-09-26,Sutton,-16,-4,15,-40,-42,8,34,77954,0,594
2022-09-26,Wandsworth,-30,-16,-1,-27,-43,10,21,123824,0,629
2022-09-26,Lewisham,-3,0,-7,-26,-41,9,21,102093,0,711
2022-09-26,Kensington And Chelsea,-28,-1,-26,-33,-42,8,6,47858,0,319
2022-09-26,Westminster,-34,-8,-18,-23,-44,8,20,73047,0,424
2022-09-26,Croydon,-18,9,-5,-25,-30,7,29,132690,1,1094
2022-09-26,Richmond Upon Thames,-29,0,-5,-34,-51,9,24,71301,0,398
2022-09-26,Greenwich,-13,4,-2,-9,-42,8,18,96334,0,616
2022-09-26,Harrow,-7,17,40,-8,-26,7,18,87455,0,690
2022-09-26,Tower Hamlets,-23,-9,-8,-32,-44,9,17,112252,0,502
2022-09-26,Haringey,-23,-12,-19,-29,-45,7,19,88236,0,529
2022-09-26,Brent,35,4,29,-2,-33,5,20,108375,0,943
2022-09-25,Ealing,-12,8,30,-9,-10,0,24,126644,0,890
2022-09-25,Camden,-24,-6,2,14,-15,-1,15,77759,0,387
2022-09-25,Bexley,-21,-2,35,-5,-6,-1,26,86475,1,764
2022-09-25,Islington,-35,-13,7,-57,-17,-1,16,79420,0,404
2022-09-25,Hounslow,-2,10,28,5,-4,-1,21,100198,2,732
2022-09-25,Kingston Upon Thames,-13,-8,115,1,0,-1,14,64180,0,419
2022-09-25,Merton,-21,-11,-9,-10,-12,-1,15,77228,2,537
2022-09-25,Westminster,-22,-3,-21,-9,-15,0,14,73027,1,424
2022-09-25,Lewisham,-4,-3,11,-11,-14,0,17,102072,0,711
2022-09-25,Bromley,-16,8,15,-9,1,0,30,116519,0,837
2022-09-25,Richmond Upon Thames,-24,-3,8,-23,-19,-1,11,71277,0,398
2022-09-25,Tower Hamlets,-13,-16,1,-17,-7,-1,19,112235,0,502
2022-09-25,Harrow,-12,9,70,8,11,-1,32,87437,0,690
2022-09-25,Southwark,-17,-2,7,2,-4,0,23,108934,0,509
2022-09-25,Brent,-13,3,36,-16,-10,-1,22,108355,0,943
2022-09-25,Waltham Forest,-12,-4,1,-21,-18,0,19,95139,0,655
2022-09-25,Kensington And Chelsea,-28,0,-17,-16,-21,1,6,47852,0,319
2022-09-25,Hillingdon,1,-7,174,8,-4,-1,31,108594,0,823
2022-09-25,Barnet,-18,3,12,-14,-4,-1,31,134742,0,997
2022-09-25,Haringey,-24,-13,-13,-15,-25,-1,14,88217,0,529
2022-09-25,Lambeth,-26,-9,59,-8,-6,-1,16,118371,0,665
2022-09-25,Newham,-11,-4,140,4,1,-2,12,112537,0,812
2022-09-25,Havering,-9,3,27,-4,0,0,25,94998,1,1097
2022-09-25,Redbridge,-20,-6,16,-13,-16,-1,21,105444,0,977
2022-09-25,Hackney,-28,-9,5,-23,-14,-1,11,95302,0,581
2022-09-25,Sutton,-21,-8,31,-28,-10,0,17,77920,0,594
2022-09-25,Croydon,-19,7,9,-21,-7,0,28,132661,0,1093
2022-09-25,Hammersmith And Fulham,-33,-14,8,-33,-21,-1,7,67337,0,344
2022-09-25,City Of London,-13,-55,-1,0,,,11,95302,0,581
2022-09-25,Greenwich,-3,4,1,-3,-11,0,23,96316,0,616
2022-09-25,Barking And Dagenham,-15,-3,54,-3,-19,-1,10,72596,0,613
2022-09-25,Enfield,-26,-10,16,-28,-14,0,22,101854,0,784
2022-09-25,Wandsworth,-27,-17,-6,-31,2,-1,19,123803,1,629
2022-09-24,Haringey,-24,-13,-13,-17,-26,-1,12,88203,0,529
2022-09-24,Brent,-15,-1,38,-13,-12,-1,26,108333,0,943
2022-09-24,Lambeth,-24,-10,56,-6,-4,-1,16,118355,1,665
2022-09-24,Enfield,-23,-9,11,-30,-16,0,13,101832,0,784
2022-09-24,Islington,-13,-5,5,-41,-14,-1,15,79404,0,404
2022-09-24,Westminster,-25,2,-23,-4,-18,0,8,73013,1,423
2022-09-24,Sutton,-21,-10,17,-30,-13,0,19,77903,0,594
2022-09-24,Hillingdon,-7,-7,159,10,-9,-1,26,108563,0,823
2022-09-24,Newham,-21,-2,129,-9,-1,-2,6,112525,0,812
2022-09-24,Barking And Dagenham,-15,3,38,-3,-18,-1,7,72586,0,613
2022-09-24,Croydon,-20,9,17,-19,-11,0,15,132633,0,1093
2022-09-24,Barnet,-15,6,15,-12,-11,0,38,134711,0,997
2022-09-24,Bexley,-21,2,36,-23,-10,0,14,86449,2,763
2022-09-24,Hackney,-25,-6,2,-19,-17,-1,14,95291,0,581
2022-09-24,Harrow,-12,16,75,4,6,-1,16,87405,0,690
2022-09-24,Waltham Forest,-18,-2,-28,-22,-19,0,12,95120,0,655
2022-09-24,Wandsworth,-32,-16,-4,-26,-7,0,17,123784,0,628
2022-09-24,Greenwich,-3,6,-13,13,-11,0,25,96293,0,616
2022-09-24,Hammersmith And Fulham,-35,-5,12,-34,-21,-1,10,67330,0,344
2022-09-24,Merton,-24,-8,-14,-8,-11,0,11,77213,0,535
2022-09-24,Hounslow,-8,12,1,-2,-3,-1,20,100177,0,730
2022-09-24,Kingston Upon Thames,-20,0,150,-9,3,0,15,64166,0,419
2022-09-24,Richmond Upon Thames,-24,0,-6,-18,-11,0,9,71266,0,398
2022-09-24,Lewisham,-6,0,-7,-14,-18,0,20,102055,2,711
2022-09-24,City Of London,-20,-54,-18,7,,,14,95291,0,581
2022-09-24,Ealing,-15,6,29,-11,-15,0,17,126620,0,890
2022-09-24,Camden,-23,-3,-9,10,-10,0,14,77744,0,387
2022-09-24,Tower Hamlets,-13,-5,2,-13,-9,-1,12,112216,0,502
2022-09-24,Redbridge,-18,-5,-18,-18,-16,0,17,105423,0,977
2022-09-24,Havering,-16,1,4,-6,-2,0,14,94973,0,1096
2022-09-24,Southwark,-21,-7,8,1,-4,-1,21,108911,0,509
2022-09-24,Kensington And Chelsea,-29,8,-9,-22,-23,0,13,47846,0,319
2022-09-24,Bromley,-18,10,0,-14,-1,0,37,116489,0,837
2022-09-23,Enfield,-22,-5,3,-37,-34,5,19,101819,0,784
2022-09-23,Westminster,-38,-8,-23,-22,-43,7,11,73005,0,422
